# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 222100    1.11e-02  1.19e-02    1.44e-04  2.10e-04    6.64e-03  7.12e-03    8.9e-06
 222200    1.13e-02  1.05e-02    1.62e-04  1.27e-04    6.78e-03  6.29e-03    8.9e-06
 222300    1.11e-02  1.03e-02    1.83e-04  1.28e-04    6.64e-03  6.18e-03    8.9e-06
 222400    1.09e-02  1.04e-02    1.40e-04  1.95e-04    6.56e-03  6.24e-03    8.9e-06
 222500    1.11e-02  1.18e-02    1.42e-04  1.69e-04    6.64e-03  7.10e-03    8.9e-06
 222600    1.11e-02  1.20e-02    1.46e-04  1.67e-04    6.63e-03  7.19e-03    8.9e-06
 222700    1.10e-02  1.01e-02    1.75e-04  1.23e-04    6.60e-03  6.06e-03    8.9e-06
 222800    1.10e-02  1.00e-02    1.52e-04  9.15e-05    6.60e-03  6.00e-03    8.9e-06
 222900    1.10e-02  1.04e-02    1.48e-04  8.06e-05    6.61e-03  6.25e-03    8.9e-06
 223000    1.11e-02  1.04e-02    1.52e-04  1.63e-04    6.66e-03  6.26e-03    8.9e-06
 223100    1.10e-02  1.03e-02    1.45e-04  1.58e-04    6.61e-03  6.19e-03    8.9e-06
 223200    1.11e-02  1.19e-02    1.55e-04  2.33e-04    6.64e-03  7.14e-03    8.9e-06
 223300    1.09e-02  1.04e-02    1.62e-04  1.56e-04    6.56e-03  6.26e-03    8.9e-06
 223400    1.10e-02  1.17e-02    1.45e-04  1.84e-04    6.62e-03  7.04e-03    8.9e-06
 223500    1.10e-02  1.05e-02    1.47e-04  1.24e-04    6.62e-03  6.31e-03    8.9e-06
 223600    1.10e-02  9.50e-03    1.39e-04  1.39e-04    6.62e-03  5.70e-03    8.9e-06
 223700    1.10e-02  1.12e-02    1.52e-04  1.27e-04    6.62e-03  6.69e-03    8.9e-06
 223800    1.11e-02  1.07e-02    1.94e-04  1.45e-04    6.67e-03  6.43e-03    8.9e-06
 223900    1.11e-02  1.05e-02    1.64e-04  1.44e-04    6.64e-03  6.31e-03    8.9e-06
 224000    1.13e-02  9.72e-03    1.48e-04  1.26e-04    6.75e-03  5.83e-03    8.9e-06
 224100    1.11e-02  1.17e-02    1.70e-04  2.39e-04    6.65e-03  6.99e-03    8.9e-06
 224200    1.10e-02  1.10e-02    1.96e-04  1.64e-04    6.62e-03  6.60e-03    8.9e-06
 224300    1.10e-02  1.11e-02    1.45e-04  1.54e-04    6.59e-03  6.64e-03    8.9e-06
 224400    1.12e-02  1.08e-02    1.93e-04  1.30e-04    6.71e-03  6.47e-03    8.9e-06
 224500    1.11e-02  1.03e-02    1.62e-04  1.95e-04    6.69e-03  6.18e-03    8.9e-06
 224600    1.11e-02  1.04e-02    1.53e-04  1.41e-04    6.64e-03  6.23e-03    8.9e-06
 224700    1.09e-02  1.24e-02    1.55e-04  2.21e-04    6.56e-03  7.46e-03    8.9e-06
 224800    1.10e-02  1.05e-02    1.48e-04  9.09e-05    6.59e-03  6.30e-03    8.9e-06
 224900    1.11e-02  1.13e-02    1.39e-04  1.57e-04    6.65e-03  6.79e-03    8.9e-06
 225000    1.10e-02  1.06e-02    1.55e-04  1.22e-04    6.61e-03  6.37e-03    8.9e-06
 225100    1.10e-02  1.06e-02    1.51e-04  1.33e-04    6.61e-03  6.39e-03    8.9e-06
 225200    1.11e-02  1.06e-02    1.41e-04  1.17e-04    6.65e-03  6.39e-03    8.9e-06
 225300    1.11e-02  1.15e-02    1.67e-04  2.27e-04    6.64e-03  6.90e-03    8.9e-06
 225400    1.12e-02  1.03e-02    2.00e-04  1.60e-04    6.72e-03  6.18e-03    8.9e-06
 225500    1.12e-02  1.11e-02    1.85e-04  2.88e-04    6.71e-03  6.64e-03    8.9e-06
 225600    1.10e-02  1.10e-02    2.31e-04  2.52e-04    6.60e-03  6.61e-03    8.9e-06
 225700    1.12e-02  8.34e-03    1.75e-04  1.72e-04    6.71e-03  5.00e-03    8.9e-06
 225800    1.11e-02  1.15e-02    1.85e-04  1.18e-04    6.66e-03  6.88e-03    8.9e-06
 225900    1.10e-02  1.05e-02    1.51e-04  2.06e-04    6.61e-03  6.28e-03    8.9e-06
 226000    1.11e-02  1.00e-02    1.46e-04  1.37e-04    6.66e-03  6.03e-03    8.9e-06
 226100    1.12e-02  9.33e-03    1.88e-04  1.84e-04    6.70e-03  5.59e-03    8.9e-06
 226200    1.12e-02  1.13e-02    1.74e-04  1.29e-04    6.71e-03  6.76e-03    8.9e-06
 226300    1.10e-02  1.08e-02    1.56e-04  1.48e-04    6.62e-03  6.47e-03    8.9e-06
 226400    1.10e-02  1.21e-02    1.62e-04  1.28e-04    6.62e-03  7.26e-03    8.9e-06
 226500    1.12e-02  1.01e-02    2.04e-04  1.96e-04    6.70e-03  6.04e-03    8.9e-06
 226600    1.10e-02  1.04e-02    1.54e-04  1.12e-04    6.62e-03  6.24e-03    8.9e-06
 226700    1.11e-02  9.29e-03    1.71e-04  1.16e-04    6.66e-03  5.57e-03    8.9e-06
 226800    1.11e-02  1.14e-02    1.43e-04  1.57e-04    6.66e-03  6.85e-03    8.9e-06
 226900    1.09e-02  1.13e-02    1.48e-04  1.64e-04    6.54e-03  6.80e-03    8.9e-06
 227000    1.10e-02  9.40e-03    1.69e-04  1.75e-04    6.62e-03  5.63e-03    8.9e-06
 227100    1.11e-02  1.10e-02    1.54e-04  1.59e-04    6.67e-03  6.61e-03    8.9e-06
 227200    1.11e-02  1.10e-02    1.50e-04  2.20e-04    6.65e-03  6.58e-03    8.9e-06
 227300    1.11e-02  9.88e-03    1.66e-04  1.68e-04    6.67e-03  5.92e-03    8.9e-06
 227400    1.10e-02  1.17e-02    1.43e-04  1.25e-04    6.59e-03  7.00e-03    8.9e-06
 227500    1.12e-02  1.15e-02    1.70e-04  1.33e-04    6.72e-03  6.88e-03    8.9e-06
 227600    1.11e-02  1.01e-02    1.42e-04  1.71e-04    6.66e-03  6.05e-03    8.9e-06
 227700    1.10e-02  1.05e-02    2.37e-04  1.85e-04    6.59e-03  6.29e-03    8.9e-06
 227800    1.10e-02  9.71e-03    1.56e-04  2.21e-04    6.61e-03  5.82e-03    8.9e-06
 227900    1.11e-02  9.58e-03    1.65e-04  1.61e-04    6.65e-03  5.74e-03    8.9e-06
 228000    1.11e-02  1.18e-02    1.52e-04  2.02e-04    6.67e-03  7.06e-03    8.9e-06
 228100    1.10e-02  1.07e-02    1.66e-04  1.83e-04    6.60e-03  6.39e-03    8.9e-06
 228200    1.10e-02  1.09e-02    1.40e-04  1.26e-04    6.58e-03  6.54e-03    8.9e-06
 228300    1.10e-02  1.04e-02    1.55e-04  1.26e-04    6.60e-03  6.21e-03    8.9e-06
 228400    1.11e-02  1.06e-02    1.51e-04  1.22e-04    6.65e-03  6.36e-03    8.9e-06
 228500    1.10e-02  9.62e-03    1.61e-04  1.58e-04    6.62e-03  5.77e-03    8.9e-06
 228600    1.11e-02  1.09e-02    1.57e-04  1.72e-04    6.64e-03  6.51e-03    8.9e-06
 228700    1.12e-02  1.09e-02    1.64e-04  1.26e-04    6.70e-03  6.52e-03    8.9e-06
 228800    1.10e-02  1.06e-02    1.73e-04  1.87e-04    6.56e-03  6.34e-03    8.9e-06
 228900    1.11e-02  1.15e-02    2.11e-04  2.03e-04    6.65e-03  6.87e-03    8.9e-06
 229000    1.11e-02  1.09e-02    1.63e-04  1.54e-04    6.63e-03  6.56e-03    8.9e-06
 229100    1.10e-02  1.07e-02    1.43e-04  1.63e-04    6.61e-03  6.44e-03    8.9e-06
 229200    1.10e-02  1.01e-02    1.47e-04  1.43e-04    6.57e-03  6.03e-03    8.9e-06
 229300    1.11e-02  1.04e-02    1.58e-04  1.40e-04    6.64e-03  6.24e-03    8.9e-06
 229400    1.12e-02  1.15e-02    1.64e-04  1.74e-04    6.74e-03  6.88e-03    8.9e-06
 229500    1.11e-02  9.98e-03    1.49e-04  8.50e-05    6.63e-03  5.99e-03    8.9e-06
 229600    1.12e-02  1.18e-02    2.03e-04  1.85e-04    6.72e-03  7.08e-03    8.9e-06
 229700    1.11e-02  1.11e-02    1.62e-04  1.51e-04    6.68e-03  6.64e-03    8.9e-06
 229800    1.10e-02  1.09e-02    1.75e-04  1.99e-04    6.61e-03  6.52e-03    8.9e-06
 229900    1.10e-02  1.02e-02    1.34e-04  1.06e-04    6.62e-03  6.13e-03    8.9e-06
 230000    1.11e-02  9.79e-03    1.43e-04  1.56e-04    6.67e-03  5.87e-03    8.9e-06
 230100    1.11e-02  1.11e-02    1.50e-04  1.17e-04    6.66e-03  6.68e-03    8.9e-06
 230200    1.10e-02  9.55e-03    1.39e-04  1.72e-04    6.61e-03  5.72e-03    8.9e-06
 230300    1.10e-02  1.02e-02    1.60e-04  1.89e-04    6.61e-03  6.11e-03    8.9e-06
 230400    1.11e-02  1.12e-02    1.91e-04  1.96e-04    6.64e-03  6.74e-03    8.9e-06
 230500    1.10e-02  9.59e-03    1.45e-04  1.69e-04    6.60e-03  5.75e-03    8.9e-06
 230600    1.10e-02  1.11e-02    1.51e-04  1.87e-04    6.62e-03  6.67e-03    8.9e-06
 230700    1.10e-02  1.07e-02    1.43e-04  1.99e-04    6.59e-03  6.40e-03    8.9e-06
 230800    1.12e-02  1.04e-02    1.59e-04  1.13e-04    6.69e-03  6.27e-03    8.9e-06
 230900    1.11e-02  1.05e-02    1.43e-04  1.38e-04    6.65e-03  6.28e-03    8.9e-06
 231000    1.10e-02  1.11e-02    1.48e-04  1.15e-04    6.61e-03  6.68e-03    8.9e-06
 231100    1.11e-02  9.20e-03    1.51e-04  1.65e-04    6.65e-03  5.52e-03    8.9e-06
 231200    1.11e-02  1.10e-02    1.47e-04  1.35e-04    6.65e-03  6.57e-03    8.9e-06
 231300    1.11e-02  1.01e-02    1.48e-04  1.31e-04    6.65e-03  6.04e-03    8.9e-06
 231400    1.11e-02  1.04e-02    1.43e-04  1.98e-04    6.66e-03  6.24e-03    8.9e-06
 231500    1.10e-02  1.16e-02    1.43e-04  1.53e-04    6.61e-03  6.98e-03    8.9e-06
 231600    1.09e-02  1.07e-02    1.59e-04  1.52e-04    6.53e-03  6.43e-03    8.9e-06
 231700    1.11e-02  1.05e-02    1.39e-04  1.72e-04    6.63e-03  6.29e-03    8.9e-06
 231800    1.10e-02  1.08e-02    1.93e-04  2.14e-04    6.62e-03  6.44e-03    8.9e-06
 231900    1.10e-02  9.90e-03    1.42e-04  1.37e-04    6.57e-03  5.94e-03    8.9e-06
 232000    1.12e-02  1.08e-02    1.46e-04  1.49e-04    6.69e-03  6.46e-03    8.9e-06
 232100    1.10e-02  1.15e-02    1.55e-04  1.69e-04    6.60e-03  6.89e-03    8.9e-06
 232200    1.11e-02  1.09e-02    1.42e-04  1.32e-04    6.68e-03  6.51e-03    8.9e-06
 232300    1.11e-02  1.30e-02    1.64e-04  2.07e-04    6.65e-03  7.81e-03    8.9e-06
 232400    1.11e-02  1.12e-02    1.50e-04  1.30e-04    6.65e-03  6.71e-03    8.9e-06
 232500    1.11e-02  1.00e-02    1.52e-04  9.67e-05    6.65e-03  6.00e-03    8.9e-06
 232600    1.10e-02  9.95e-03    1.53e-04  1.66e-04    6.58e-03  5.97e-03    8.9e-06
 232700    1.10e-02  1.06e-02    1.63e-04  1.85e-04    6.60e-03  6.35e-03    8.9e-06
 232800    1.11e-02  1.04e-02    1.56e-04  1.75e-04    6.64e-03  6.20e-03    8.9e-06
 232900    1.09e-02  1.19e-02    1.48e-04  1.07e-04    6.52e-03  7.12e-03    8.9e-06
 233000    1.11e-02  8.87e-03    1.53e-04  1.24e-04    6.67e-03  5.32e-03    8.9e-06
 233100    1.11e-02  1.01e-02    1.52e-04  1.85e-04    6.68e-03  6.05e-03    8.9e-06
 233200    1.10e-02  1.01e-02    1.46e-04  1.96e-04    6.58e-03  6.07e-03    8.9e-06
 233300    1.10e-02  1.03e-02    1.66e-04  9.46e-05    6.60e-03  6.16e-03    8.9e-06
 233400    1.11e-02  1.08e-02    1.79e-04  1.69e-04    6.65e-03  6.49e-03    8.9e-06
 233500    1.10e-02  1.13e-02    1.52e-04  1.49e-04    6.60e-03  6.80e-03    8.9e-06
 233600    1.10e-02  1.11e-02    1.39e-04  1.29e-04    6.59e-03  6.64e-03    8.9e-06
 233700    1.10e-02  1.04e-02    1.73e-04  1.37e-04    6.62e-03  6.22e-03    8.9e-06
 233800    1.12e-02  1.14e-02    1.88e-04  1.20e-04    6.74e-03  6.81e-03    8.9e-06
 233900    1.10e-02  1.22e-02    1.50e-04  2.09e-04    6.62e-03  7.31e-03    8.9e-06
 234000    1.11e-02  1.11e-02    1.54e-04  1.31e-04    6.64e-03  6.67e-03    8.9e-06
 234100    1.10e-02  9.23e-03    1.48e-04  1.39e-04    6.57e-03  5.54e-03    8.9e-06
 234200    1.11e-02  1.03e-02    1.62e-04  1.60e-04    6.63e-03  6.15e-03    8.9e-06
 234300    1.11e-02  1.24e-02    1.74e-04  1.73e-04    6.64e-03  7.44e-03    8.9e-06
 234400    1.11e-02  1.10e-02    1.45e-04  1.82e-04    6.63e-03  6.60e-03    8.9e-06
 234500    1.11e-02  1.23e-02    1.52e-04  1.94e-04    6.64e-03  7.36e-03    8.9e-06
 234600    1.10e-02  1.06e-02    1.53e-04  1.85e-04    6.60e-03  6.33e-03    8.9e-06
 234700    1.10e-02  1.04e-02    1.66e-04  1.78e-04    6.57e-03  6.26e-03    8.9e-06
 234800    1.12e-02  9.98e-03    1.73e-04  1.41e-04    6.70e-03  5.99e-03    8.9e-06
 234900    1.09e-02  8.35e-03    1.78e-04  1.64e-04    6.56e-03  5.00e-03    8.9e-06
 235000    1.10e-02  1.12e-02    1.61e-04  6.95e-04    6.62e-03  6.64e-03    8.9e-06
 235100    1.10e-02  1.07e-02    1.47e-04  1.28e-04    6.58e-03  6.40e-03    8.9e-06
 235200    1.09e-02  1.07e-02    1.48e-04  1.26e-04    6.54e-03  6.40e-03    8.9e-06
 235300    1.11e-02  9.47e-03    1.41e-04  1.33e-04    6.67e-03  5.68e-03    8.9e-06
 235400    1.10e-02  9.69e-03    1.31e-04  1.54e-04    6.62e-03  5.81e-03    8.9e-06
 235500    1.11e-02  1.07e-02    1.42e-04  1.70e-04    6.63e-03  6.39e-03    8.9e-06
 235600    1.10e-02  1.16e-02    2.40e-04  2.18e-04    6.57e-03  6.96e-03    8.9e-06
 235700    1.10e-02  1.04e-02    1.47e-04  1.30e-04    6.62e-03  6.21e-03    8.9e-06
 235800    1.11e-02  1.20e-02    1.60e-04  7.23e-04    6.68e-03  7.10e-03    8.9e-06
 235900    1.10e-02  1.01e-02    1.44e-04  1.31e-04    6.61e-03  6.04e-03    8.9e-06
 236000    1.11e-02  1.08e-02    1.72e-04  1.51e-04    6.67e-03  6.47e-03    8.9e-06
 236100    1.11e-02  9.61e-03    1.80e-04  1.48e-04    6.66e-03  5.76e-03    8.9e-06
 236200    1.11e-02  1.13e-02    1.52e-04  2.26e-04    6.64e-03  6.76e-03    8.9e-06
 236300    1.10e-02  1.05e-02    1.62e-04  1.34e-04    6.62e-03  6.32e-03    8.9e-06
 236400    1.10e-02  1.00e-02    1.59e-04  1.76e-04    6.57e-03  6.00e-03    8.9e-06
 236500    1.11e-02  1.03e-02    2.14e-04  1.27e-04    6.64e-03  6.20e-03    8.9e-06
 236600    1.11e-02  1.03e-02    1.48e-04  1.42e-04    6.68e-03  6.15e-03    8.9e-06
 236700    1.10e-02  9.94e-03    1.54e-04  1.22e-04    6.58e-03  5.96e-03    8.9e-06
 236800    1.10e-02  1.02e-02    1.46e-04  1.25e-04    6.62e-03  6.15e-03    8.9e-06
 236900    1.09e-02  9.45e-03    1.72e-04  1.49e-04    6.56e-03  5.66e-03    8.9e-06
 237000    1.11e-02  1.16e-02    1.81e-04  1.52e-04    6.63e-03  6.98e-03    8.9e-06
 237100    1.10e-02  1.01e-02    1.52e-04  2.09e-04    6.62e-03  6.06e-03    8.9e-06
 237200    1.09e-02  1.11e-02    1.44e-04  1.57e-04    6.56e-03  6.64e-03    8.9e-06
 237300    1.10e-02  1.05e-02    2.02e-04  1.57e-04    6.60e-03  6.30e-03    8.9e-06
 237400    1.10e-02  1.07e-02    1.45e-04  1.40e-04    6.63e-03  6.42e-03    8.9e-06
 237500    1.11e-02  1.15e-02    1.45e-04  1.03e-04    6.63e-03  6.90e-03    8.9e-06
 237600    1.11e-02  1.02e-02    1.46e-04  1.66e-04    6.65e-03  6.10e-03    8.9e-06
 237700    1.11e-02  1.17e-02    2.16e-04  1.57e-04    6.66e-03  6.99e-03    8.9e-06
 237800    1.12e-02  1.11e-02    1.91e-04  2.16e-04    6.69e-03  6.65e-03    8.9e-06
 237900    1.12e-02  9.44e-03    2.01e-04  1.27e-04    6.69e-03  5.66e-03    8.9e-06
 238000    1.10e-02  1.12e-02    1.39e-04  1.55e-04    6.61e-03  6.69e-03    8.9e-06
 238100    1.10e-02  9.19e-03    1.60e-04  1.14e-04    6.62e-03  5.51e-03    8.9e-06
 238200    1.10e-02  1.20e-02    1.61e-04  1.80e-04    6.59e-03  7.17e-03    8.9e-06
 238300    1.11e-02  1.03e-02    1.59e-04  1.11e-04    6.64e-03  6.15e-03    8.9e-06
 238400    1.10e-02  1.07e-02    1.58e-04  1.14e-04    6.58e-03  6.42e-03    8.9e-06
 238500    1.11e-02  1.10e-02    1.52e-04  1.76e-04    6.68e-03  6.58e-03    8.9e-06
 238600    1.11e-02  1.02e-02    1.85e-04  1.48e-04    6.64e-03  6.11e-03    8.9e-06
 238700    1.11e-02  1.15e-02    1.46e-04  1.61e-04    6.64e-03  6.91e-03    8.9e-06
 238800    1.11e-02  9.61e-03    1.63e-04  1.86e-04    6.63e-03  5.76e-03    8.9e-06
 238900    1.11e-02  1.08e-02    1.54e-04  1.31e-04    6.64e-03  6.48e-03    8.9e-06
 239000    1.11e-02  1.06e-02    1.63e-04  1.07e-04    6.64e-03  6.37e-03    8.9e-06
 239100    1.10e-02  9.72e-03    1.49e-04  1.24e-04    6.58e-03  5.83e-03    8.9e-06
 239200    1.10e-02  1.08e-02    1.52e-04  1.25e-04    6.58e-03  6.50e-03    8.9e-06
 239300    1.10e-02  1.10e-02    1.67e-04  1.08e-04    6.59e-03  6.58e-03    8.9e-06
 239400    1.12e-02  1.11e-02    1.75e-04  1.38e-04    6.74e-03  6.65e-03    8.9e-06
 239500    1.11e-02  1.19e-02    2.08e-04  1.21e-04    6.65e-03  7.16e-03    8.9e-06
 239600    1.11e-02  1.05e-02    1.38e-04  7.22e-04    6.67e-03  6.20e-03    8.9e-06
 239700    1.11e-02  1.09e-02    1.57e-04  1.05e-04    6.65e-03  6.56e-03    8.9e-06
 239800    1.09e-02  1.02e-02    1.73e-04  1.56e-04    6.56e-03  6.10e-03    8.9e-06
 239900    1.10e-02  9.94e-03    1.72e-04  1.21e-04    6.58e-03  5.96e-03    8.9e-06
 240000    9.38e-03  9.80e-03    1.54e-04  1.19e-04    6.63e-03  6.93e-03    5.0e-06
 240100    9.36e-03  9.32e-03    1.60e-04  1.37e-04    6.61e-03  6.58e-03    5.0e-06
 240200    9.39e-03  8.01e-03    1.58e-04  1.43e-04    6.63e-03  5.66e-03    5.0e-06
 240300    9.32e-03  1.08e-02    1.64e-04  1.89e-04    6.59e-03  7.64e-03    5.0e-06
 240400    9.31e-03  8.98e-03    1.47e-04  1.58e-04    6.58e-03  6.34e-03    5.0e-06
 240500    9.34e-03  9.35e-03    1.57e-04  1.08e-04    6.60e-03  6.61e-03    5.0e-06
 240600    9.37e-03  8.65e-03    1.76e-04  1.68e-04    6.61e-03  6.11e-03    5.0e-06
 240700    9.29e-03  9.61e-03    1.37e-04  1.26e-04    6.56e-03  6.79e-03    5.0e-06
 240800    9.41e-03  8.76e-03    1.44e-04  1.27e-04    6.65e-03  6.19e-03    5.0e-06
 240900    9.34e-03  9.78e-03    1.52e-04  7.22e-04    6.60e-03  6.77e-03    5.0e-06
 241000    9.33e-03  8.61e-03    1.45e-04  1.42e-04    6.59e-03  6.09e-03    5.0e-06
 241100    9.28e-03  8.44e-03    1.76e-04  1.72e-04    6.56e-03  5.96e-03    5.0e-06
 241200    9.34e-03  8.88e-03    1.43e-04  1.01e-04    6.60e-03  6.28e-03    5.0e-06
 241300    9.36e-03  8.49e-03    1.45e-04  1.73e-04    6.62e-03  5.99e-03    5.0e-06
 241400    9.25e-03  8.10e-03    1.38e-04  1.26e-04    6.53e-03  5.72e-03    5.0e-06
 241500    9.26e-03  9.59e-03    1.77e-04  1.64e-04    6.54e-03  6.77e-03    5.0e-06
 241600    9.37e-03  8.26e-03    1.72e-04  1.51e-04    6.62e-03  5.83e-03    5.0e-06
 241700    9.36e-03  8.23e-03    1.60e-04  1.29e-04    6.61e-03  5.81e-03    5.0e-06
 241800    9.35e-03  8.66e-03    1.64e-04  1.51e-04    6.61e-03  6.12e-03    5.0e-06
 241900    9.30e-03  9.74e-03    1.42e-04  1.17e-04    6.57e-03  6.89e-03    5.0e-06
 242000    9.39e-03  8.97e-03    1.46e-04  7.13e-04    6.64e-03  6.18e-03    5.0e-06
 242100    9.32e-03  9.61e-03    1.45e-04  7.24e-04    6.58e-03  6.64e-03    5.0e-06
 242200    9.36e-03  9.00e-03    1.46e-04  1.37e-04    6.61e-03  6.36e-03    5.0e-06
 242300    9.34e-03  8.63e-03    1.47e-04  1.51e-04    6.60e-03  6.09e-03    5.0e-06
 242400    9.35e-03  9.47e-03    1.78e-04  1.44e-04    6.60e-03  6.69e-03    5.0e-06
 242500    9.29e-03  1.04e-02    1.55e-04  2.11e-04    6.56e-03  7.32e-03    5.0e-06
 242600    9.29e-03  8.74e-03    1.59e-04  7.39e-05    6.56e-03  6.18e-03    5.0e-06
 242700    9.41e-03  9.66e-03    1.48e-04  1.83e-04    6.65e-03  6.82e-03    5.0e-06
 242800    9.26e-03  7.93e-03    1.47e-04  9.77e-05    6.55e-03  5.60e-03    5.0e-06
 242900    9.31e-03  8.58e-03    1.54e-04  1.13e-04    6.58e-03  6.07e-03    5.0e-06
 243000    9.37e-03  8.88e-03    1.49e-04  1.41e-04    6.62e-03  6.27e-03    5.0e-06
 243100    9.32e-03  9.58e-03    1.57e-04  1.22e-04    6.58e-03  6.77e-03    5.0e-06
 243200    9.33e-03  9.61e-03    1.47e-04  1.73e-04    6.59e-03  6.79e-03    5.0e-06
 243300    9.31e-03  8.55e-03    1.74e-04  1.08e-04    6.58e-03  6.04e-03    5.0e-06
 243400    9.37e-03  8.99e-03    1.75e-04  1.32e-04    6.62e-03  6.35e-03    5.0e-06
 243500    9.36e-03  9.41e-03    1.54e-04  1.31e-04    6.61e-03  6.65e-03    5.0e-06
 243600    9.43e-03  8.85e-03    1.64e-04  1.67e-04    6.66e-03  6.25e-03    5.0e-06
 243700    9.41e-03  9.26e-03    1.40e-04  1.55e-04    6.65e-03  6.54e-03    5.0e-06
 243800    9.32e-03  9.48e-03    1.47e-04  1.62e-04    6.59e-03  6.70e-03    5.0e-06
 243900    9.30e-03  8.74e-03    1.48e-04  1.32e-04    6.57e-03  6.18e-03    5.0e-06
 244000    9.32e-03  8.63e-03    1.64e-04  8.12e-05    6.59e-03  6.10e-03    5.0e-06
 244100    9.37e-03  8.42e-03    1.67e-04  1.44e-04    6.62e-03  5.95e-03    5.0e-06
 244200    9.32e-03  9.03e-03    1.44e-04  1.84e-04    6.59e-03  6.38e-03    5.0e-06
 244300    9.35e-03  9.15e-03    1.41e-04  9.78e-05    6.61e-03  6.47e-03    5.0e-06
 244400    9.39e-03  8.61e-03    1.47e-04  1.67e-04    6.63e-03  6.08e-03    5.0e-06
 244500    9.37e-03  9.16e-03    1.44e-04  1.28e-04    6.62e-03  6.48e-03    5.0e-06
 244600    9.28e-03  9.23e-03    1.40e-04  1.61e-04    6.56e-03  6.52e-03    5.0e-06
 244700    9.37e-03  8.65e-03    1.59e-04  1.88e-04    6.62e-03  6.10e-03    5.0e-06
 244800    9.32e-03  7.70e-03    1.39e-04  1.46e-04    6.59e-03  5.44e-03    5.0e-06
 244900    9.37e-03  8.53e-03    1.34e-04  1.36e-04    6.63e-03  6.02e-03    5.0e-06
 245000    9.36e-03  7.98e-03    1.41e-04  1.42e-04    6.62e-03  5.63e-03    5.0e-06
 245100    9.28e-03  9.07e-03    1.45e-04  1.46e-04    6.55e-03  6.41e-03    5.0e-06
 245200    9.28e-03  9.15e-03    1.66e-04  1.59e-04    6.55e-03  6.47e-03    5.0e-06
 245300    9.35e-03  8.94e-03    1.44e-04  1.25e-04    6.61e-03  6.32e-03    5.0e-06
 245400    9.21e-03  8.14e-03    1.47e-04  1.83e-04    6.51e-03  5.75e-03    5.0e-06
 245500    9.30e-03  8.20e-03    1.51e-04  1.62e-04    6.57e-03  5.79e-03    5.0e-06
 245600    9.28e-03  1.01e-02    1.46e-04  1.23e-04    6.55e-03  7.14e-03    5.0e-06
 245700    9.31e-03  8.69e-03    1.51e-04  1.42e-04    6.58e-03  6.14e-03    5.0e-06
 245800    9.35e-03  8.71e-03    1.47e-04  1.59e-04    6.61e-03  6.15e-03    5.0e-06
 245900    9.32e-03  8.37e-03    1.70e-04  1.75e-04    6.58e-03  5.91e-03    5.0e-06
 246000    9.31e-03  9.06e-03    1.43e-04  1.43e-04    6.58e-03  6.40e-03    5.0e-06
 246100    9.29e-03  8.65e-03    1.55e-04  1.46e-04    6.56e-03  6.11e-03    5.0e-06
 246200    9.27e-03  9.05e-03    1.50e-04  1.32e-04    6.55e-03  6.39e-03    5.0e-06
 246300    9.35e-03  9.24e-03    1.56e-04  7.67e-05    6.60e-03  6.54e-03    5.0e-06
 246400    9.28e-03  8.58e-03    1.40e-04  6.17e-05    6.56e-03  6.07e-03    5.0e-06
 246500    9.28e-03  8.43e-03    1.41e-04  1.43e-04    6.56e-03  5.95e-03    5.0e-06
 246600    9.33e-03  9.57e-03    1.54e-04  9.38e-05    6.60e-03  6.77e-03    5.0e-06
 246700    9.39e-03  9.41e-03    1.50e-04  1.97e-04    6.63e-03  6.64e-03    5.0e-06
 246800    9.36e-03  9.19e-03    1.79e-04  1.44e-04    6.61e-03  6.49e-03    5.0e-06
 246900    9.29e-03  8.39e-03    1.52e-04  1.25e-04    6.56e-03  5.93e-03    5.0e-06
 247000    9.34e-03  8.29e-03    1.56e-04  1.54e-04    6.60e-03  5.86e-03    5.0e-06
 247100    9.32e-03  9.29e-03    1.61e-04  1.83e-04    6.58e-03  6.56e-03    5.0e-06
 247200    9.32e-03  8.88e-03    1.45e-04  1.22e-04    6.59e-03  6.28e-03    5.0e-06
 247300    9.31e-03  9.56e-03    1.73e-04  1.39e-04    6.57e-03  6.76e-03    5.0e-06
 247400    9.38e-03  8.62e-03    1.57e-04  1.38e-04    6.63e-03  6.09e-03    5.0e-06
 247500    9.29e-03  8.82e-03    1.42e-04  1.32e-04    6.56e-03  6.23e-03    5.0e-06
 247600    9.26e-03  8.77e-03    1.48e-04  1.53e-04    6.54e-03  6.19e-03    5.0e-06
 247700    9.30e-03  9.38e-03    1.54e-04  1.68e-04    6.57e-03  6.63e-03    5.0e-06
 247800    9.33e-03  8.43e-03    1.54e-04  1.47e-04    6.59e-03  5.95e-03    5.0e-06
 247900    9.43e-03  8.19e-03    1.60e-04  1.07e-04    6.66e-03  5.79e-03    5.0e-06
 248000    9.26e-03  1.01e-02    1.45e-04  1.85e-04    6.54e-03  7.15e-03    5.0e-06
 248100    9.29e-03  9.60e-03    1.41e-04  1.31e-04    6.56e-03  6.79e-03    5.0e-06
 248200    9.40e-03  8.15e-03    1.52e-04  1.82e-04    6.64e-03  5.75e-03    5.0e-06
 248300    9.30e-03  9.39e-03    1.36e-04  7.26e-04    6.57e-03  6.48e-03    5.0e-06
