# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 344400    7.72e-03  6.71e-03    1.40e-04  1.75e-04    7.50e-03  6.51e-03    2.8e-07
 344500    7.73e-03  6.39e-03    1.40e-04  1.23e-04    7.51e-03  6.21e-03    2.8e-07
 344600    7.71e-03  6.07e-03    1.43e-04  1.08e-04    7.49e-03  5.90e-03    2.8e-07
 344700    7.72e-03  8.31e-03    1.39e-04  1.21e-04    7.50e-03  8.08e-03    2.8e-07
 344800    7.72e-03  6.29e-03    1.39e-04  1.56e-04    7.51e-03  6.11e-03    2.8e-07
 344900    7.71e-03  7.69e-03    1.41e-04  7.11e-05    7.49e-03  7.48e-03    2.8e-07
 345000    7.71e-03  7.56e-03    1.43e-04  1.62e-04    7.49e-03  7.34e-03    2.8e-07
 345100    7.73e-03  6.88e-03    1.43e-04  1.32e-04    7.51e-03  6.68e-03    2.8e-07
 345200    7.73e-03  7.59e-03    1.40e-04  1.57e-04    7.51e-03  7.37e-03    2.8e-07
 345300    7.71e-03  6.62e-03    1.39e-04  1.16e-04    7.50e-03  6.43e-03    2.8e-07
 345400    7.71e-03  6.74e-03    1.40e-04  1.02e-04    7.50e-03  6.55e-03    2.8e-07
 345500    7.73e-03  6.91e-03    1.40e-04  1.36e-04    7.51e-03  6.72e-03    2.8e-07
 345600    7.71e-03  7.49e-03    1.36e-04  1.29e-04    7.49e-03  7.28e-03    2.8e-07
 345700    7.73e-03  6.40e-03    1.42e-04  1.03e-04    7.51e-03  6.22e-03    2.8e-07
 345800    7.70e-03  6.41e-03    1.40e-04  8.87e-05    7.48e-03  6.23e-03    2.8e-07
 345900    7.71e-03  7.02e-03    1.38e-04  7.23e-04    7.49e-03  6.53e-03    2.8e-07
 346000    7.71e-03  6.84e-03    1.44e-04  1.18e-04    7.49e-03  6.65e-03    2.8e-07
 346100    7.73e-03  6.90e-03    1.40e-04  1.35e-04    7.51e-03  6.70e-03    2.8e-07
 346200    7.72e-03  5.80e-03    1.37e-04  1.33e-04    7.51e-03  5.63e-03    2.8e-07
 346300    7.72e-03  8.14e-03    1.40e-04  1.02e-04    7.50e-03  7.92e-03    2.8e-07
 346400    7.71e-03  7.72e-03    1.38e-04  1.32e-04    7.49e-03  7.50e-03    2.8e-07
 346500    7.71e-03  7.49e-03    1.39e-04  3.82e-04    7.49e-03  7.21e-03    2.8e-07
 346600    7.71e-03  6.28e-03    1.42e-04  1.09e-04    7.50e-03  6.10e-03    2.8e-07
 346700    7.71e-03  6.82e-03    1.40e-04  1.18e-04    7.50e-03  6.63e-03    2.8e-07
 346800    7.71e-03  6.45e-03    1.45e-04  1.38e-04    7.49e-03  6.27e-03    2.8e-07
 346900    7.71e-03  6.65e-03    1.39e-04  1.39e-04    7.49e-03  6.46e-03    2.8e-07
 347000    7.72e-03  7.36e-03    1.41e-04  1.93e-04    7.50e-03  7.14e-03    2.8e-07
 347100    7.72e-03  6.92e-03    1.41e-04  1.33e-04    7.50e-03  6.72e-03    2.8e-07
 347200    7.71e-03  6.82e-03    1.40e-04  1.26e-04    7.49e-03  6.63e-03    2.8e-07
 347300    7.72e-03  7.09e-03    1.41e-04  1.54e-04    7.50e-03  6.88e-03    2.8e-07
 347400    7.71e-03  6.57e-03    1.40e-04  1.41e-04    7.50e-03  6.38e-03    2.8e-07
 347500    7.73e-03  6.73e-03    1.38e-04  1.39e-04    7.51e-03  6.54e-03    2.8e-07
 347600    7.71e-03  6.13e-03    1.40e-04  1.13e-04    7.49e-03  5.96e-03    2.8e-07
 347700    7.71e-03  8.12e-03    1.46e-04  1.29e-04    7.49e-03  7.90e-03    2.8e-07
 347800    7.71e-03  6.39e-03    1.41e-04  1.13e-04    7.50e-03  6.21e-03    2.8e-07
 347900    7.72e-03  6.84e-03    1.41e-04  9.89e-05    7.50e-03  6.65e-03    2.8e-07
 348000    7.71e-03  6.89e-03    1.45e-04  1.48e-04    7.49e-03  6.69e-03    2.8e-07
 348100    7.72e-03  6.71e-03    1.37e-04  1.08e-04    7.50e-03  6.53e-03    2.8e-07
 348200    7.72e-03  7.18e-03    1.41e-04  1.13e-04    7.50e-03  6.97e-03    2.8e-07
 348300    7.72e-03  6.30e-03    1.41e-04  1.10e-04    7.50e-03  6.12e-03    2.8e-07
 348400    7.71e-03  7.01e-03    1.41e-04  1.36e-04    7.50e-03  6.81e-03    2.8e-07
 348500    7.73e-03  6.28e-03    1.48e-04  9.83e-05    7.51e-03  6.10e-03    2.8e-07
 348600    7.71e-03  6.92e-03    1.40e-04  8.78e-05    7.49e-03  6.73e-03    2.8e-07
 348700    7.72e-03  6.80e-03    1.40e-04  7.92e-05    7.50e-03  6.61e-03    2.8e-07
 348800    7.72e-03  7.29e-03    1.43e-04  8.16e-05    7.50e-03  7.09e-03    2.8e-07
 348900    7.72e-03  6.89e-03    1.43e-04  1.62e-04    7.50e-03  6.69e-03    2.8e-07
 349000    7.72e-03  7.11e-03    1.40e-04  1.88e-04    7.50e-03  6.90e-03    2.8e-07
 349100    7.72e-03  7.59e-03    1.43e-04  1.18e-04    7.50e-03  7.38e-03    2.8e-07
 349200    7.71e-03  6.94e-03    1.38e-04  1.05e-04    7.49e-03  6.74e-03    2.8e-07
 349300    7.72e-03  7.22e-03    1.39e-04  1.34e-04    7.50e-03  7.02e-03    2.8e-07
 349400    7.71e-03  7.17e-03    1.38e-04  1.32e-04    7.50e-03  6.96e-03    2.8e-07
 349500    7.72e-03  6.95e-03    1.41e-04  9.72e-05    7.50e-03  6.76e-03    2.8e-07
 349600    7.71e-03  7.76e-03    1.43e-04  1.37e-04    7.49e-03  7.54e-03    2.8e-07
 349700    7.72e-03  6.92e-03    1.38e-04  1.07e-04    7.50e-03  6.72e-03    2.8e-07
 349800    7.72e-03  7.75e-03    1.39e-04  1.50e-04    7.50e-03  7.53e-03    2.8e-07
 349900    7.73e-03  6.91e-03    1.40e-04  1.46e-04    7.52e-03  6.72e-03    2.8e-07
 350000    7.73e-03  6.88e-03    1.40e-04  1.87e-04    7.51e-03  6.67e-03    2.8e-07
 350100    7.73e-03  8.01e-03    1.40e-04  1.56e-04    7.51e-03  7.78e-03    2.8e-07
 350200    7.71e-03  6.97e-03    1.39e-04  1.76e-04    7.49e-03  6.76e-03    2.8e-07
 350300    7.73e-03  6.40e-03    1.42e-04  1.43e-04    7.51e-03  6.21e-03    2.8e-07
 350400    7.72e-03  7.09e-03    1.44e-04  1.21e-04    7.50e-03  6.89e-03    2.8e-07
 350500    7.72e-03  7.04e-03    1.44e-04  1.13e-04    7.50e-03  6.84e-03    2.8e-07
 350600    7.71e-03  6.44e-03    1.46e-04  1.83e-04    7.50e-03  6.25e-03    2.8e-07
 350700    7.72e-03  7.38e-03    1.38e-04  1.73e-04    7.50e-03  7.17e-03    2.8e-07
 350800    7.72e-03  8.02e-03    1.38e-04  4.04e-04    7.50e-03  7.73e-03    2.8e-07
 350900    7.72e-03  7.48e-03    1.41e-04  1.52e-04    7.50e-03  7.27e-03    2.8e-07
 351000    7.72e-03  6.91e-03    1.40e-04  1.53e-04    7.50e-03  6.71e-03    2.8e-07
 351100    7.71e-03  6.42e-03    1.40e-04  1.43e-04    7.50e-03  6.23e-03    2.8e-07
 351200    7.72e-03  7.59e-03    1.42e-04  1.33e-04    7.50e-03  7.38e-03    2.8e-07
 351300    7.72e-03  7.23e-03    1.37e-04  1.35e-04    7.50e-03  7.03e-03    2.8e-07
 351400    7.72e-03  6.95e-03    1.42e-04  1.55e-04    7.50e-03  6.75e-03    2.8e-07
 351500    7.73e-03  6.76e-03    1.44e-04  1.99e-04    7.51e-03  6.56e-03    2.8e-07
 351600    7.71e-03  7.56e-03    1.41e-04  1.60e-04    7.50e-03  7.34e-03    2.8e-07
 351700    7.72e-03  7.13e-03    1.39e-04  1.48e-04    7.50e-03  6.92e-03    2.8e-07
 351800    7.71e-03  7.51e-03    1.42e-04  1.55e-04    7.49e-03  7.30e-03    2.8e-07
 351900    7.71e-03  7.90e-03    1.40e-04  2.14e-04    7.49e-03  7.67e-03    2.8e-07
 352000    7.72e-03  7.41e-03    1.38e-04  1.74e-04    7.50e-03  7.19e-03    2.8e-07
 352100    7.72e-03  6.93e-03    1.40e-04  1.51e-04    7.50e-03  6.73e-03    2.8e-07
 352200    7.71e-03  6.83e-03    1.43e-04  1.07e-04    7.50e-03  6.64e-03    2.8e-07
 352300    7.73e-03  6.41e-03    1.40e-04  1.29e-04    7.51e-03  6.23e-03    2.8e-07
 352400    7.71e-03  6.46e-03    1.41e-04  1.59e-04    7.49e-03  6.28e-03    2.8e-07
 352500    7.71e-03  6.33e-03    1.38e-04  1.03e-04    7.49e-03  6.15e-03    2.8e-07
 352600    7.71e-03  7.58e-03    1.38e-04  1.64e-04    7.50e-03  7.36e-03    2.8e-07
 352700    7.72e-03  7.41e-03    1.42e-04  1.89e-04    7.50e-03  7.19e-03    2.8e-07
 352800    7.71e-03  6.74e-03    1.40e-04  1.33e-04    7.49e-03  6.55e-03    2.8e-07
 352900    7.72e-03  6.76e-03    1.41e-04  1.32e-04    7.50e-03  6.57e-03    2.8e-07
 353000    7.72e-03  7.17e-03    1.40e-04  1.61e-04    7.50e-03  6.96e-03    2.8e-07
 353100    7.72e-03  6.68e-03    1.43e-04  1.50e-04    7.50e-03  6.49e-03    2.8e-07
 353200    7.72e-03  7.91e-03    1.39e-04  1.24e-04    7.50e-03  7.69e-03    2.8e-07
 353300    7.72e-03  6.78e-03    1.41e-04  1.52e-04    7.50e-03  6.58e-03    2.8e-07
 353400    7.72e-03  6.92e-03    1.41e-04  1.66e-04    7.50e-03  6.71e-03    2.8e-07
 353500    7.70e-03  7.58e-03    1.34e-04  1.26e-04    7.49e-03  7.37e-03    2.8e-07
 353600    7.72e-03  7.25e-03    1.38e-04  1.49e-04    7.50e-03  7.04e-03    2.8e-07
 353700    7.71e-03  6.45e-03    1.38e-04  1.47e-04    7.49e-03  6.26e-03    2.8e-07
 353800    7.73e-03  7.95e-03    1.38e-04  1.14e-04    7.51e-03  7.73e-03    2.8e-07
 353900    7.72e-03  7.24e-03    1.43e-04  1.20e-04    7.50e-03  7.04e-03    2.8e-07
 354000    7.72e-03  7.24e-03    1.36e-04  1.62e-04    7.50e-03  7.03e-03    2.8e-07
 354100    7.72e-03  7.73e-03    1.40e-04  9.47e-05    7.50e-03  7.51e-03    2.8e-07
 354200    7.73e-03  6.99e-03    1.42e-04  1.43e-04    7.51e-03  6.79e-03    2.8e-07
 354300    7.71e-03  7.25e-03    1.39e-04  1.49e-04    7.50e-03  7.04e-03    2.8e-07
 354400    7.72e-03  7.49e-03    1.40e-04  1.26e-04    7.51e-03  7.28e-03    2.8e-07
 354500    7.71e-03  7.28e-03    1.37e-04  1.30e-04    7.49e-03  7.08e-03    2.8e-07
 354600    7.71e-03  7.57e-03    1.38e-04  1.28e-04    7.49e-03  7.36e-03    2.8e-07
 354700    7.74e-03  7.56e-03    1.42e-04  2.29e-04    7.52e-03  7.33e-03    2.8e-07
 354800    7.72e-03  7.24e-03    1.38e-04  1.71e-04    7.51e-03  7.03e-03    2.8e-07
 354900    7.71e-03  7.49e-03    1.37e-04  1.36e-04    7.49e-03  7.28e-03    2.8e-07
 355000    7.71e-03  7.37e-03    1.41e-04  1.31e-04    7.49e-03  7.17e-03    2.8e-07
 355100    7.71e-03  6.07e-03    1.43e-04  1.03e-04    7.49e-03  5.90e-03    2.8e-07
 355200    7.70e-03  7.59e-03    1.39e-04  1.21e-04    7.49e-03  7.38e-03    2.8e-07
 355300    7.70e-03  7.86e-03    1.45e-04  3.79e-04    7.48e-03  7.58e-03    2.8e-07
 355400    7.73e-03  8.96e-03    1.41e-04  1.76e-04    7.51e-03  8.71e-03    2.8e-07
 355500    7.71e-03  6.14e-03    1.37e-04  1.07e-04    7.50e-03  5.97e-03    2.8e-07
 355600    7.71e-03  7.21e-03    1.41e-04  1.50e-04    7.49e-03  7.01e-03    2.8e-07
 355700    7.72e-03  6.35e-03    1.45e-04  1.31e-04    7.50e-03  6.17e-03    2.8e-07
 355800    7.72e-03  6.25e-03    1.40e-04  1.35e-04    7.50e-03  6.07e-03    2.8e-07
 355900    7.72e-03  6.92e-03    1.42e-04  9.29e-05    7.50e-03  6.73e-03    2.8e-07
 356000    7.72e-03  7.10e-03    1.38e-04  1.24e-04    7.50e-03  6.90e-03    2.8e-07
 356100    7.72e-03  5.98e-03    1.42e-04  1.42e-04    7.50e-03  5.81e-03    2.8e-07
 356200    7.72e-03  6.88e-03    1.39e-04  7.25e-04    7.50e-03  6.39e-03    2.8e-07
 356300    7.71e-03  8.03e-03    1.43e-04  2.19e-04    7.49e-03  7.79e-03    2.8e-07
 356400    7.71e-03  7.11e-03    1.42e-04  1.59e-04    7.49e-03  6.90e-03    2.8e-07
 356500    7.71e-03  7.93e-03    1.38e-04  4.01e-04    7.50e-03  7.64e-03    2.8e-07
 356600    7.72e-03  6.87e-03    1.43e-04  1.72e-04    7.50e-03  6.67e-03    2.8e-07
 356700    7.71e-03  7.42e-03    1.39e-04  1.58e-04    7.49e-03  7.21e-03    2.8e-07
 356800    7.71e-03  6.99e-03    1.38e-04  1.95e-04    7.50e-03  6.78e-03    2.8e-07
 356900    7.72e-03  6.43e-03    1.40e-04  1.49e-04    7.50e-03  6.24e-03    2.8e-07
 357000    7.71e-03  7.13e-03    1.40e-04  3.82e-04    7.50e-03  6.86e-03    2.8e-07
 357100    7.71e-03  6.66e-03    1.40e-04  1.57e-04    7.50e-03  6.47e-03    2.8e-07
 357200    7.71e-03  7.27e-03    1.41e-04  1.53e-04    7.49e-03  7.06e-03    2.8e-07
 357300    7.71e-03  6.59e-03    1.42e-04  8.83e-05    7.50e-03  6.40e-03    2.8e-07
 357400    7.72e-03  7.55e-03    1.38e-04  1.12e-04    7.50e-03  7.34e-03    2.8e-07
 357500    7.72e-03  6.34e-03    1.37e-04  1.38e-04    7.50e-03  6.16e-03    2.8e-07
 357600    7.71e-03  6.78e-03    1.40e-04  9.15e-05    7.49e-03  6.59e-03    2.8e-07
 357700    7.72e-03  5.99e-03    1.38e-04  1.70e-04    7.50e-03  5.81e-03    2.8e-07
 357800    7.71e-03  7.96e-03    1.42e-04  1.43e-04    7.49e-03  7.74e-03    2.8e-07
 357900    7.72e-03  7.41e-03    1.40e-04  1.09e-04    7.50e-03  7.20e-03    2.8e-07
 358000    7.72e-03  7.62e-03    1.38e-04  7.35e-04    7.51e-03  7.13e-03    2.8e-07
 358100    7.70e-03  7.45e-03    1.39e-04  1.60e-04    7.49e-03  7.24e-03    2.8e-07
 358200    7.71e-03  6.67e-03    1.40e-04  1.69e-04    7.49e-03  6.48e-03    2.8e-07
 358300    7.72e-03  6.38e-03    1.40e-04  1.52e-04    7.50e-03  6.19e-03    2.8e-07
 358400    7.72e-03  8.62e-03    1.44e-04  2.27e-04    7.50e-03  8.37e-03    2.8e-07
 358500    7.72e-03  6.73e-03    1.42e-04  1.10e-04    7.50e-03  6.54e-03    2.8e-07
 358600    7.72e-03  7.35e-03    1.40e-04  1.94e-04    7.51e-03  7.13e-03    2.8e-07
 358700    7.71e-03  8.32e-03    1.43e-04  2.02e-04    7.49e-03  8.08e-03    2.8e-07
 358800    7.71e-03  7.23e-03    1.42e-04  1.40e-04    7.49e-03  7.02e-03    2.8e-07
 358900    7.71e-03  6.54e-03    1.39e-04  1.11e-04    7.49e-03  6.36e-03    2.8e-07
 359000    7.71e-03  6.61e-03    1.39e-04  1.58e-04    7.50e-03  6.41e-03    2.8e-07
 359100    7.72e-03  6.12e-03    1.43e-04  1.09e-04    7.50e-03  5.95e-03    2.8e-07
 359200    7.73e-03  7.20e-03    1.40e-04  9.96e-05    7.51e-03  7.00e-03    2.8e-07
 359300    7.72e-03  7.24e-03    1.41e-04  1.84e-04    7.50e-03  7.03e-03    2.8e-07
 359400    7.72e-03  6.93e-03    1.41e-04  1.86e-04    7.50e-03  6.72e-03    2.8e-07
 359500    7.72e-03  7.19e-03    1.39e-04  1.66e-04    7.50e-03  6.98e-03    2.8e-07
 359600    7.73e-03  6.16e-03    1.38e-04  8.36e-05    7.51e-03  5.99e-03    2.8e-07
 359700    7.71e-03  7.45e-03    1.38e-04  1.67e-04    7.49e-03  7.23e-03    2.8e-07
 359800    7.72e-03  7.11e-03    1.39e-04  7.27e-04    7.50e-03  6.62e-03    2.8e-07
 359900    7.71e-03  7.11e-03    1.39e-04  1.26e-04    7.49e-03  6.91e-03    2.8e-07
 360000    7.62e-03  7.10e-03    1.36e-04  8.93e-05    7.50e-03  6.99e-03    1.6e-07
 360100    7.62e-03  6.87e-03    1.42e-04  9.01e-05    7.49e-03  6.76e-03    1.6e-07
 360200    7.63e-03  7.82e-03    1.40e-04  1.36e-04    7.50e-03  7.69e-03    1.6e-07
 360300    7.61e-03  6.79e-03    1.40e-04  7.22e-04    7.48e-03  6.37e-03    1.6e-07
 360400    7.63e-03  6.83e-03    1.40e-04  1.52e-04    7.50e-03  6.71e-03    1.6e-07
 360500    7.62e-03  7.37e-03    1.41e-04  1.33e-04    7.50e-03  7.25e-03    1.6e-07
 360600    7.63e-03  7.35e-03    1.42e-04  1.62e-04    7.50e-03  7.22e-03    1.6e-07
 360700    7.61e-03  6.95e-03    1.41e-04  1.05e-04    7.49e-03  6.83e-03    1.6e-07
 360800    7.63e-03  7.56e-03    1.40e-04  1.28e-04    7.50e-03  7.44e-03    1.6e-07
 360900    7.62e-03  6.63e-03    1.38e-04  8.14e-05    7.49e-03  6.53e-03    1.6e-07
 361000    7.63e-03  7.74e-03    1.41e-04  1.68e-04    7.50e-03  7.61e-03    1.6e-07
 361100    7.62e-03  7.18e-03    1.40e-04  7.20e-04    7.49e-03  6.78e-03    1.6e-07
 361200    7.62e-03  7.26e-03    1.41e-04  1.56e-04    7.50e-03  7.14e-03    1.6e-07
 361300    7.62e-03  7.68e-03    1.39e-04  7.27e-04    7.49e-03  7.29e-03    1.6e-07
 361400    7.62e-03  6.73e-03    1.41e-04  1.15e-04    7.50e-03  6.62e-03    1.6e-07
 361500    7.63e-03  7.18e-03    1.41e-04  1.52e-04    7.50e-03  7.06e-03    1.6e-07
 361600    7.63e-03  6.02e-03    1.42e-04  1.20e-04    7.50e-03  5.92e-03    1.6e-07
 361700    7.64e-03  7.49e-03    1.44e-04  1.40e-04    7.51e-03  7.36e-03    1.6e-07
 361800    7.63e-03  7.72e-03    1.42e-04  1.71e-04    7.50e-03  7.59e-03    1.6e-07
 361900    7.62e-03  7.33e-03    1.38e-04  7.26e-04    7.49e-03  6.93e-03    1.6e-07
 362000    7.63e-03  6.59e-03    1.42e-04  7.27e-05    7.50e-03  6.48e-03    1.6e-07
 362100    7.62e-03  6.51e-03    1.42e-04  1.40e-04    7.49e-03  6.39e-03    1.6e-07
 362200    7.62e-03  6.93e-03    1.41e-04  1.29e-04    7.50e-03  6.82e-03    1.6e-07
 362300    7.63e-03  6.63e-03    1.40e-04  1.30e-04    7.51e-03  6.51e-03    1.6e-07
 362400    7.62e-03  6.54e-03    1.40e-04  9.82e-05    7.49e-03  6.44e-03    1.6e-07
 362500    7.63e-03  7.81e-03    1.39e-04  1.09e-04    7.50e-03  7.69e-03    1.6e-07
 362600    7.62e-03  6.57e-03    1.39e-04  8.59e-05    7.49e-03  6.47e-03    1.6e-07
 362700    7.63e-03  7.26e-03    1.38e-04  1.20e-04    7.51e-03  7.14e-03    1.6e-07
 362800    7.62e-03  6.89e-03    1.40e-04  1.53e-04    7.49e-03  6.77e-03    1.6e-07
 362900    7.62e-03  7.24e-03    1.42e-04  1.36e-04    7.49e-03  7.11e-03    1.6e-07
 363000    7.63e-03  6.40e-03    1.40e-04  1.43e-04    7.50e-03  6.29e-03    1.6e-07
 363100    7.63e-03  7.40e-03    1.41e-04  1.67e-04    7.50e-03  7.27e-03    1.6e-07
 363200    7.63e-03  6.96e-03    1.40e-04  1.41e-04    7.50e-03  6.84e-03    1.6e-07
 363300    7.62e-03  7.35e-03    1.41e-04  1.68e-04    7.50e-03  7.23e-03    1.6e-07
 363400    7.63e-03  6.83e-03    1.41e-04  1.30e-04    7.50e-03  6.72e-03    1.6e-07
 363500    7.63e-03  7.17e-03    1.43e-04  1.04e-04    7.50e-03  7.05e-03    1.6e-07
 363600    7.63e-03  7.05e-03    1.40e-04  1.38e-04    7.50e-03  6.94e-03    1.6e-07
 363700    7.63e-03  6.58e-03    1.41e-04  1.36e-04    7.50e-03  6.47e-03    1.6e-07
 363800    7.62e-03  6.61e-03    1.39e-04  8.36e-05    7.49e-03  6.50e-03    1.6e-07
 363900    7.62e-03  7.41e-03    1.38e-04  1.46e-04    7.50e-03  7.29e-03    1.6e-07
 364000    7.63e-03  6.25e-03    1.42e-04  1.46e-04    7.50e-03  6.14e-03    1.6e-07
 364100    7.63e-03  6.81e-03    1.40e-04  9.20e-05    7.50e-03  6.70e-03    1.6e-07
 364200    7.63e-03  5.92e-03    1.41e-04  1.07e-04    7.50e-03  5.82e-03    1.6e-07
 364300    7.63e-03  6.78e-03    1.39e-04  1.18e-04    7.50e-03  6.67e-03    1.6e-07
 364400    7.63e-03  7.69e-03    1.39e-04  1.51e-04    7.51e-03  7.56e-03    1.6e-07
 364500    7.62e-03  6.77e-03    1.41e-04  1.29e-04    7.49e-03  6.66e-03    1.6e-07
 364600    7.63e-03  6.64e-03    1.41e-04  1.42e-04    7.50e-03  6.53e-03    1.6e-07
 364700    7.63e-03  8.00e-03    1.38e-04  1.57e-04    7.50e-03  7.86e-03    1.6e-07
 364800    7.63e-03  6.56e-03    1.41e-04  1.80e-04    7.50e-03  6.43e-03    1.6e-07
 364900    7.63e-03  7.92e-03    1.42e-04  1.58e-04    7.50e-03  7.78e-03    1.6e-07
 365000    7.63e-03  6.68e-03    1.39e-04  1.92e-04    7.50e-03  6.55e-03    1.6e-07
 365100    7.62e-03  7.79e-03    1.38e-04  7.12e-04    7.50e-03  7.41e-03    1.6e-07
 365200    7.62e-03  6.95e-03    1.42e-04  1.42e-04    7.50e-03  6.84e-03    1.6e-07
 365300    7.63e-03  7.10e-03    1.40e-04  1.96e-04    7.50e-03  6.97e-03    1.6e-07
 365400    7.63e-03  7.47e-03    1.39e-04  1.20e-04    7.50e-03  7.34e-03    1.6e-07
 365500    7.63e-03  6.86e-03    1.41e-04  1.49e-04    7.50e-03  6.74e-03    1.6e-07
 365600    7.62e-03  7.86e-03    1.42e-04  1.33e-04    7.49e-03  7.73e-03    1.6e-07
 365700    7.63e-03  7.21e-03    1.43e-04  4.09e-04    7.50e-03  7.01e-03    1.6e-07
 365800    7.62e-03  7.15e-03    1.42e-04  1.23e-04    7.49e-03  7.03e-03    1.6e-07
 365900    7.63e-03  5.91e-03    1.39e-04  1.35e-04    7.50e-03  5.80e-03    1.6e-07
 366000    7.62e-03  6.06e-03    1.42e-04  6.79e-05    7.49e-03  5.96e-03    1.6e-07
 366100    7.62e-03  6.83e-03    1.41e-04  8.18e-05    7.49e-03  6.72e-03    1.6e-07
 366200    7.63e-03  6.88e-03    1.41e-04  1.30e-04    7.51e-03  6.77e-03    1.6e-07
 366300    7.62e-03  6.53e-03    1.41e-04  1.45e-04    7.49e-03  6.42e-03    1.6e-07
 366400    7.62e-03  6.33e-03    1.41e-04  1.44e-04    7.49e-03  6.22e-03    1.6e-07
 366500    7.63e-03  5.90e-03    1.42e-04  1.26e-04    7.50e-03  5.80e-03    1.6e-07
 366600    7.63e-03  6.81e-03    1.40e-04  1.27e-04    7.50e-03  6.69e-03    1.6e-07
 366700    7.63e-03  6.42e-03    1.41e-04  1.22e-04    7.50e-03  6.31e-03    1.6e-07
 366800    7.62e-03  6.86e-03    1.41e-04  1.26e-04    7.50e-03  6.74e-03    1.6e-07
 366900    7.63e-03  7.82e-03    1.38e-04  9.16e-05    7.50e-03  7.70e-03    1.6e-07
 367000    7.62e-03  7.43e-03    1.41e-04  1.08e-04    7.50e-03  7.31e-03    1.6e-07
 367100    7.63e-03  7.06e-03    1.39e-04  1.55e-04    7.50e-03  6.94e-03    1.6e-07
 367200    7.62e-03  7.49e-03    1.40e-04  1.66e-04    7.50e-03  7.36e-03    1.6e-07
 367300    7.62e-03  6.77e-03    1.42e-04  1.26e-04    7.49e-03  6.66e-03    1.6e-07
 367400    7.62e-03  6.48e-03    1.41e-04  1.35e-04    7.50e-03  6.36e-03    1.6e-07
 367500    7.63e-03  8.17e-03    1.41e-04  1.73e-04    7.50e-03  8.03e-03    1.6e-07
 367600    7.62e-03  6.78e-03    1.41e-04  1.51e-04    7.50e-03  6.66e-03    1.6e-07
 367700    7.62e-03  5.84e-03    1.41e-04  8.80e-05    7.50e-03  5.75e-03    1.6e-07
 367800    7.63e-03  8.74e-03    1.39e-04  1.99e-04    7.50e-03  8.59e-03    1.6e-07
 367900    7.62e-03  5.78e-03    1.42e-04  1.47e-04    7.49e-03  5.68e-03    1.6e-07
 368000    7.62e-03  6.73e-03    1.40e-04  1.20e-04    7.49e-03  6.62e-03    1.6e-07
 368100    7.63e-03  6.55e-03    1.42e-04  8.15e-05    7.50e-03  6.44e-03    1.6e-07
 368200    7.63e-03  7.48e-03    1.41e-04  1.13e-04    7.50e-03  7.36e-03    1.6e-07
 368300    7.62e-03  6.94e-03    1.39e-04  1.47e-04    7.49e-03  6.82e-03    1.6e-07
 368400    7.62e-03  7.30e-03    1.40e-04  1.71e-04    7.50e-03  7.18e-03    1.6e-07
 368500    7.63e-03  7.35e-03    1.40e-04  1.15e-04    7.51e-03  7.23e-03    1.6e-07
 368600    7.63e-03  6.54e-03    1.40e-04  1.06e-04    7.50e-03  6.43e-03    1.6e-07
 368700    7.62e-03  7.32e-03    1.43e-04  1.19e-04    7.49e-03  7.20e-03    1.6e-07
 368800    7.63e-03  6.82e-03    1.40e-04  7.95e-05    7.50e-03  6.71e-03    1.6e-07
 368900    7.63e-03  6.62e-03    1.41e-04  1.21e-04    7.50e-03  6.51e-03    1.6e-07
 369000    7.62e-03  7.43e-03    1.41e-04  9.99e-05    7.50e-03  7.31e-03    1.6e-07
 369100    7.62e-03  6.69e-03    1.40e-04  1.45e-04    7.50e-03  6.57e-03    1.6e-07
 369200    7.63e-03  7.25e-03    1.41e-04  1.31e-04    7.50e-03  7.12e-03    1.6e-07
 369300    7.63e-03  6.71e-03    1.43e-04  1.12e-04    7.50e-03  6.60e-03    1.6e-07
 369400    7.63e-03  6.52e-03    1.40e-04  1.40e-04    7.50e-03  6.41e-03    1.6e-07
 369500    7.63e-03  7.09e-03    1.38e-04  9.42e-05    7.50e-03  6.97e-03    1.6e-07
 369600    7.62e-03  6.75e-03    1.40e-04  1.06e-04    7.49e-03  6.64e-03    1.6e-07
 369700    7.63e-03  7.20e-03    1.41e-04  1.79e-04    7.50e-03  7.07e-03    1.6e-07
 369800    7.63e-03  6.14e-03    1.43e-04  1.56e-04    7.50e-03  6.03e-03    1.6e-07
 369900    7.62e-03  6.91e-03    1.39e-04  1.64e-04    7.50e-03  6.78e-03    1.6e-07
 370000    7.62e-03  7.58e-03    1.43e-04  1.32e-04    7.49e-03  7.45e-03    1.6e-07
 370100    7.63e-03  7.22e-03    1.40e-04  1.29e-04    7.50e-03  7.10e-03    1.6e-07
 370200    7.63e-03  7.71e-03    1.40e-04  1.08e-04    7.50e-03  7.59e-03    1.6e-07
 370300    7.62e-03  6.89e-03    1.41e-04  1.51e-04    7.50e-03  6.78e-03    1.6e-07
 370400    7.63e-03  8.01e-03    1.40e-04  1.78e-04    7.50e-03  7.87e-03    1.6e-07
 370500    7.62e-03  7.68e-03    1.38e-04  7.30e-04    7.50e-03  7.29e-03    1.6e-07
 370600    7.64e-03  7.33e-03    1.41e-04  1.28e-04    7.51e-03  7.21e-03    1.6e-07
