# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 116100    7.00e-02  6.15e-02    4.24e-04  3.38e-04    9.26e-03  8.13e-03    2.8e-04
 116200    7.35e-02  6.37e-02    3.23e-04  4.04e-04    9.72e-03  8.43e-03    2.8e-04
 116300    7.94e-02  7.14e-02    3.51e-04  5.22e-04    1.05e-02  9.44e-03    2.8e-04
 116400    6.87e-02  6.67e-02    5.46e-04  6.10e-04    9.09e-03  8.82e-03    2.8e-04
 116500    7.47e-02  6.33e-02    4.20e-04  4.90e-04    9.87e-03  8.37e-03    2.8e-04
 116600    8.50e-02  6.96e-02    5.86e-04  3.95e-04    1.12e-02  9.20e-03    2.8e-04
 116700    7.58e-02  7.19e-02    4.22e-04  4.93e-04    1.00e-02  9.50e-03    2.8e-04
 116800    7.05e-02  6.26e-02    3.99e-04  3.45e-04    9.32e-03  8.27e-03    2.8e-04
 116900    7.20e-02  7.66e-02    6.77e-04  7.94e-04    9.51e-03  1.01e-02    2.8e-04
 117000    7.00e-02  6.32e-02    7.61e-04  8.85e-04    9.25e-03  8.35e-03    2.8e-04
 117100    7.35e-02  5.93e-02    4.62e-04  6.11e-04    9.71e-03  7.84e-03    2.8e-04
 117200    7.51e-02  5.81e-02    3.79e-04  4.95e-04    9.93e-03  7.68e-03    2.8e-04
 117300    7.17e-02  6.23e-02    5.21e-04  6.00e-04    9.49e-03  8.24e-03    2.8e-04
 117400    6.67e-02  7.20e-02    5.21e-04  6.53e-04    8.83e-03  9.52e-03    2.8e-04
 117500    8.10e-02  7.35e-02    5.82e-04  9.68e-04    1.07e-02  9.72e-03    2.8e-04
 117600    7.06e-02  6.28e-02    3.37e-04  3.42e-04    9.34e-03  8.31e-03    2.8e-04
 117700    6.03e-02  7.36e-02    5.83e-04  6.44e-04    7.98e-03  9.73e-03    2.8e-04
 117800    9.13e-02  8.44e-02    6.62e-04  5.67e-04    1.21e-02  1.12e-02    2.8e-04
 117900    8.24e-02  7.03e-02    4.84e-04  5.64e-04    1.09e-02  9.29e-03    2.8e-04
 118000    8.13e-02  7.73e-02    4.58e-04  4.64e-04    1.08e-02  1.02e-02    2.8e-04
 118100    6.95e-02  6.81e-02    3.95e-04  5.05e-04    9.18e-03  9.01e-03    2.8e-04
 118200    6.76e-02  7.07e-02    4.78e-04  5.90e-04    8.94e-03  9.35e-03    2.8e-04
 118300    7.34e-02  7.63e-02    4.22e-04  5.32e-04    9.71e-03  1.01e-02    2.8e-04
 118400    7.39e-02  6.40e-02    4.61e-04  4.66e-04    9.77e-03  8.46e-03    2.8e-04
 118500    6.72e-02  5.87e-02    3.48e-04  4.51e-04    8.89e-03  7.76e-03    2.8e-04
 118600    8.75e-02  7.00e-02    3.67e-04  3.68e-04    1.16e-02  9.26e-03    2.8e-04
 118700    8.00e-02  6.93e-02    6.71e-04  4.85e-04    1.06e-02  9.16e-03    2.8e-04
 118800    7.71e-02  6.80e-02    7.34e-04  8.58e-04    1.02e-02  8.98e-03    2.8e-04
 118900    7.21e-02  6.41e-02    4.73e-04  4.68e-04    9.53e-03  8.47e-03    2.8e-04
 119000    7.39e-02  6.45e-02    9.64e-04  9.37e-04    9.77e-03  8.53e-03    2.8e-04
 119100    6.82e-02  8.25e-02    4.51e-04  7.21e-04    9.02e-03  1.09e-02    2.8e-04
 119200    6.82e-02  6.27e-02    6.57e-04  5.62e-04    9.01e-03  8.29e-03    2.8e-04
 119300    6.42e-02  6.75e-02    4.70e-04  5.32e-04    8.49e-03  8.92e-03    2.8e-04
 119400    6.69e-02  6.56e-02    3.79e-04  2.95e-04    8.85e-03  8.67e-03    2.8e-04
 119500    6.89e-02  6.90e-02    8.08e-04  6.32e-04    9.11e-03  9.12e-03    2.8e-04
 119600    7.11e-02  6.67e-02    4.15e-04  2.77e-04    9.40e-03  8.83e-03    2.8e-04
 119700    6.54e-02  6.74e-02    5.65e-04  3.92e-04    8.65e-03  8.91e-03    2.8e-04
 119800    6.88e-02  6.60e-02    5.31e-04  4.53e-04    9.10e-03  8.72e-03    2.8e-04
 119900    6.74e-02  6.07e-02    5.70e-04  4.96e-04    8.92e-03  8.03e-03    2.8e-04
 120000    5.46e-02  5.09e-02    4.40e-04  3.47e-04    9.57e-03  8.92e-03    1.6e-04
 120100    4.74e-02  4.82e-02    3.76e-04  4.36e-04    8.30e-03  8.44e-03    1.6e-04
 120200    4.90e-02  4.47e-02    3.86e-04  4.00e-04    8.59e-03  7.83e-03    1.6e-04
 120300    4.64e-02  4.87e-02    4.09e-04  3.39e-04    8.13e-03  8.52e-03    1.6e-04
 120400    4.84e-02  4.54e-02    3.65e-04  3.41e-04    8.47e-03  7.95e-03    1.6e-04
 120500    4.82e-02  4.54e-02    4.30e-04  2.16e-04    8.44e-03  7.95e-03    1.6e-04
 120600    4.93e-02  5.12e-02    3.59e-04  3.56e-04    8.63e-03  8.96e-03    1.6e-04
 120700    4.61e-02  4.77e-02    3.34e-04  3.19e-04    8.07e-03  8.35e-03    1.6e-04
 120800    4.63e-02  5.22e-02    3.72e-04  6.35e-04    8.10e-03  9.15e-03    1.6e-04
 120900    4.94e-02  4.64e-02    5.92e-04  4.37e-04    8.64e-03  8.13e-03    1.6e-04
 121000    4.79e-02  5.02e-02    3.10e-04  3.72e-04    8.40e-03  8.80e-03    1.6e-04
 121100    4.81e-02  4.18e-02    3.46e-04  2.23e-04    8.43e-03  7.32e-03    1.6e-04
 121200    4.88e-02  4.61e-02    4.15e-04  4.83e-04    8.55e-03  8.07e-03    1.6e-04
 121300    4.59e-02  4.35e-02    4.39e-04  3.03e-04    8.04e-03  7.62e-03    1.6e-04
 121400    4.88e-02  5.01e-02    3.68e-04  1.58e-04    8.54e-03  8.77e-03    1.6e-04
 121500    4.94e-02  4.56e-02    3.27e-04  4.55e-04    8.65e-03  7.98e-03    1.6e-04
 121600    4.78e-02  4.71e-02    4.27e-04  5.29e-04    8.37e-03  8.24e-03    1.6e-04
 121700    4.79e-02  4.78e-02    5.56e-04  5.42e-04    8.39e-03  8.38e-03    1.6e-04
 121800    5.02e-02  4.29e-02    1.02e-03  9.76e-04    8.78e-03  7.50e-03    1.6e-04
 121900    4.84e-02  4.80e-02    4.59e-04  3.13e-04    8.47e-03  8.40e-03    1.6e-04
 122000    4.79e-02  5.14e-02    3.21e-04  4.70e-04    8.39e-03  8.99e-03    1.6e-04
 122100    4.78e-02  5.30e-02    5.30e-04  5.07e-04    8.37e-03  9.28e-03    1.6e-04
 122200    5.22e-02  4.85e-02    3.43e-04  2.77e-04    9.14e-03  8.50e-03    1.6e-04
 122300    4.88e-02  4.78e-02    3.58e-04  4.88e-04    8.54e-03  8.37e-03    1.6e-04
 122400    6.19e-02  5.45e-02    6.33e-04  7.52e-04    1.08e-02  9.55e-03    1.6e-04
 122500    4.95e-02  4.32e-02    5.69e-04  7.34e-04    8.67e-03  7.55e-03    1.6e-04
 122600    4.92e-02  5.12e-02    5.29e-04  6.29e-04    8.62e-03  8.97e-03    1.6e-04
 122700    4.94e-02  5.75e-02    6.07e-04  5.21e-04    8.66e-03  1.01e-02    1.6e-04
 122800    5.32e-02  4.80e-02    4.21e-04  5.79e-04    9.31e-03  8.40e-03    1.6e-04
 122900    5.07e-02  4.65e-02    4.32e-04  3.83e-04    8.87e-03  8.15e-03    1.6e-04
 123000    5.11e-02  4.82e-02    4.27e-04  4.90e-04    8.94e-03  8.45e-03    1.6e-04
 123100    5.57e-02  5.48e-02    4.23e-04  6.52e-04    9.75e-03  9.60e-03    1.6e-04
 123200    5.31e-02  4.95e-02    3.56e-04  5.02e-04    9.31e-03  8.67e-03    1.6e-04
 123300    5.47e-02  4.72e-02    3.61e-04  3.22e-04    9.59e-03  8.26e-03    1.6e-04
 123400    4.74e-02  4.84e-02    5.32e-04  4.63e-04    8.30e-03  8.48e-03    1.6e-04
 123500    4.81e-02  5.02e-02    3.41e-04  5.23e-04    8.42e-03  8.79e-03    1.6e-04
 123600    4.96e-02  5.12e-02    6.71e-04  7.11e-04    8.67e-03  8.96e-03    1.6e-04
 123700    5.15e-02  4.79e-02    8.47e-04  8.18e-04    9.01e-03  8.39e-03    1.6e-04
 123800    4.88e-02  5.03e-02    3.43e-04  3.31e-04    8.55e-03  8.81e-03    1.6e-04
 123900    5.14e-02  4.47e-02    4.24e-04  3.48e-04    9.01e-03  7.83e-03    1.6e-04
 124000    4.89e-02  4.20e-02    5.61e-04  5.42e-04    8.56e-03  7.35e-03    1.6e-04
 124100    4.97e-02  5.75e-02    4.05e-04  6.71e-04    8.71e-03  1.01e-02    1.6e-04
 124200    4.88e-02  4.84e-02    5.39e-04  4.31e-04    8.54e-03  8.47e-03    1.6e-04
 124300    4.89e-02  5.41e-02    4.53e-04  3.94e-04    8.55e-03  9.47e-03    1.6e-04
 124400    4.80e-02  5.72e-02    2.82e-04  5.27e-04    8.40e-03  1.00e-02    1.6e-04
 124500    5.03e-02  4.34e-02    5.37e-04  6.37e-04    8.81e-03  7.59e-03    1.6e-04
 124600    4.98e-02  4.88e-02    3.46e-04  3.25e-04    8.72e-03  8.55e-03    1.6e-04
 124700    5.46e-02  4.87e-02    5.87e-04  4.64e-04    9.55e-03  8.53e-03    1.6e-04
 124800    4.78e-02  4.63e-02    3.16e-04  2.63e-04    8.37e-03  8.11e-03    1.6e-04
 124900    4.85e-02  4.74e-02    6.66e-04  6.92e-04    8.49e-03  8.29e-03    1.6e-04
 125000    5.49e-02  5.03e-02    4.23e-04  2.08e-04    9.62e-03  8.80e-03    1.6e-04
 125100    5.57e-02  4.68e-02    5.45e-04  7.29e-04    9.76e-03  8.20e-03    1.6e-04
 125200    5.17e-02  4.47e-02    4.64e-04  4.45e-04    9.05e-03  7.82e-03    1.6e-04
 125300    4.99e-02  5.10e-02    5.36e-04  6.29e-04    8.74e-03  8.92e-03    1.6e-04
 125400    4.79e-02  4.03e-02    3.52e-04  2.80e-04    8.39e-03  7.07e-03    1.6e-04
 125500    4.94e-02  4.97e-02    3.95e-04  3.70e-04    8.64e-03  8.70e-03    1.6e-04
 125600    5.00e-02  5.16e-02    3.61e-04  4.34e-04    8.75e-03  9.04e-03    1.6e-04
 125700    4.71e-02  4.17e-02    3.05e-04  2.70e-04    8.25e-03  7.31e-03    1.6e-04
 125800    4.97e-02  4.94e-02    4.57e-04  7.47e-04    8.70e-03  8.65e-03    1.6e-04
 125900    4.94e-02  4.95e-02    5.45e-04  4.56e-04    8.65e-03  8.67e-03    1.6e-04
 126000    5.69e-02  4.91e-02    4.36e-04  5.16e-04    9.96e-03  8.59e-03    1.6e-04
 126100    5.12e-02  4.53e-02    3.61e-04  3.75e-04    8.97e-03  7.93e-03    1.6e-04
 126200    4.77e-02  4.84e-02    3.36e-04  2.94e-04    8.35e-03  8.47e-03    1.6e-04
 126300    5.04e-02  5.77e-02    2.97e-04  5.73e-04    8.84e-03  1.01e-02    1.6e-04
 126400    5.21e-02  4.74e-02    3.98e-04  4.26e-04    9.13e-03  8.29e-03    1.6e-04
 126500    4.67e-02  4.26e-02    4.55e-04  3.58e-04    8.17e-03  7.46e-03    1.6e-04
 126600    5.07e-02  4.79e-02    3.01e-04  3.83e-04    8.88e-03  8.39e-03    1.6e-04
 126700    5.53e-02  5.13e-02    5.94e-04  5.90e-04    9.69e-03  8.98e-03    1.6e-04
 126800    4.81e-02  4.71e-02    3.60e-04  3.31e-04    8.42e-03  8.26e-03    1.6e-04
 126900    4.95e-02  5.21e-02    6.82e-04  6.99e-04    8.67e-03  9.12e-03    1.6e-04
 127000    4.74e-02  4.26e-02    2.96e-04  2.81e-04    8.31e-03  7.47e-03    1.6e-04
 127100    4.89e-02  5.40e-02    3.56e-04  4.44e-04    8.57e-03  9.45e-03    1.6e-04
 127200    5.10e-02  5.07e-02    4.51e-04  4.58e-04    8.93e-03  8.88e-03    1.6e-04
 127300    4.73e-02  3.82e-02    3.36e-04  2.84e-04    8.29e-03  6.69e-03    1.6e-04
 127400    4.78e-02  4.39e-02    3.60e-04  4.28e-04    8.37e-03  7.68e-03    1.6e-04
 127500    5.06e-02  4.96e-02    4.55e-04  3.56e-04    8.87e-03  8.69e-03    1.6e-04
 127600    5.06e-02  4.19e-02    2.83e-04  4.61e-04    8.87e-03  7.33e-03    1.6e-04
 127700    4.82e-02  4.75e-02    2.68e-04  2.97e-04    8.43e-03  8.32e-03    1.6e-04
 127800    5.15e-02  4.40e-02    3.17e-04  4.99e-04    9.01e-03  7.71e-03    1.6e-04
 127900    4.78e-02  4.43e-02    3.12e-04  3.87e-04    8.37e-03  7.75e-03    1.6e-04
 128000    5.01e-02  4.57e-02    3.90e-04  4.35e-04    8.78e-03  8.00e-03    1.6e-04
 128100    5.12e-02  4.55e-02    3.94e-04  2.32e-04    8.97e-03  7.97e-03    1.6e-04
 128200    4.88e-02  4.72e-02    3.90e-04  4.63e-04    8.55e-03  8.26e-03    1.6e-04
 128300    5.17e-02  4.86e-02    3.67e-04  3.54e-04    9.05e-03  8.51e-03    1.6e-04
 128400    5.26e-02  5.43e-02    4.16e-04  2.28e-04    9.22e-03  9.52e-03    1.6e-04
 128500    5.01e-02  5.00e-02    3.50e-04  4.71e-04    8.78e-03  8.75e-03    1.6e-04
 128600    4.85e-02  4.61e-02    3.68e-04  3.18e-04    8.49e-03  8.07e-03    1.6e-04
 128700    5.41e-02  5.23e-02    3.54e-04  2.46e-04    9.47e-03  9.17e-03    1.6e-04
 128800    5.08e-02  4.42e-02    4.35e-04  3.85e-04    8.89e-03  7.73e-03    1.6e-04
 128900    4.89e-02  4.87e-02    2.74e-04  3.05e-04    8.57e-03  8.54e-03    1.6e-04
 129000    5.50e-02  4.34e-02    3.63e-04  2.81e-04    9.64e-03  7.59e-03    1.6e-04
 129100    4.99e-02  4.99e-02    3.02e-04  4.14e-04    8.74e-03  8.74e-03    1.6e-04
 129200    5.14e-02  4.76e-02    4.44e-04  1.25e-03    9.00e-03  8.31e-03    1.6e-04
 129300    4.81e-02  4.44e-02    3.31e-04  3.80e-04    8.42e-03  7.78e-03    1.6e-04
 129400    4.85e-02  4.39e-02    3.16e-04  2.92e-04    8.50e-03  7.68e-03    1.6e-04
 129500    5.13e-02  4.85e-02    4.26e-04  6.14e-04    8.98e-03  8.49e-03    1.6e-04
 129600    4.89e-02  4.93e-02    3.17e-04  6.21e-04    8.57e-03  8.64e-03    1.6e-04
 129700    5.24e-02  5.33e-02    2.43e-04  2.50e-04    9.18e-03  9.33e-03    1.6e-04
 129800    4.77e-02  4.65e-02    4.46e-04  4.34e-04    8.35e-03  8.15e-03    1.6e-04
 129900    4.87e-02  4.62e-02    4.06e-04  3.46e-04    8.52e-03  8.09e-03    1.6e-04
 130000    5.25e-02  5.71e-02    4.26e-04  4.25e-04    9.20e-03  9.99e-03    1.6e-04
 130100    5.01e-02  4.48e-02    2.99e-04  2.78e-04    8.77e-03  7.84e-03    1.6e-04
 130200    5.16e-02  4.84e-02    6.74e-04  1.00e-03    9.03e-03  8.47e-03    1.6e-04
 130300    4.82e-02  4.41e-02    3.67e-04  4.49e-04    8.44e-03  7.73e-03    1.6e-04
 130400    5.25e-02  4.40e-02    7.32e-04  5.98e-04    9.19e-03  7.71e-03    1.6e-04
 130500    4.92e-02  4.81e-02    3.09e-04  3.74e-04    8.61e-03  8.42e-03    1.6e-04
 130600    4.79e-02  4.85e-02    3.61e-04  4.41e-04    8.39e-03  8.49e-03    1.6e-04
 130700    4.52e-02  5.38e-02    4.10e-04  6.29e-04    7.91e-03  9.42e-03    1.6e-04
 130800    4.81e-02  4.44e-02    2.78e-04  3.35e-04    8.43e-03  7.78e-03    1.6e-04
 130900    5.11e-02  4.72e-02    2.65e-04  3.74e-04    8.94e-03  8.27e-03    1.6e-04
 131000    5.06e-02  5.49e-02    2.89e-04  3.11e-04    8.86e-03  9.62e-03    1.6e-04
 131100    4.87e-02  5.11e-02    4.65e-04  4.02e-04    8.53e-03  8.95e-03    1.6e-04
 131200    4.68e-02  4.52e-02    4.00e-04  3.65e-04    8.19e-03  7.91e-03    1.6e-04
 131300    5.42e-02  5.87e-02    4.86e-04  5.16e-04    9.49e-03  1.03e-02    1.6e-04
 131400    4.61e-02  4.58e-02    3.12e-04  2.85e-04    8.07e-03  8.01e-03    1.6e-04
 131500    4.87e-02  4.80e-02    3.41e-04  5.02e-04    8.53e-03  8.40e-03    1.6e-04
 131600    4.65e-02  3.90e-02    2.42e-04  2.39e-04    8.15e-03  6.83e-03    1.6e-04
 131700    4.91e-02  4.77e-02    3.72e-04  3.92e-04    8.60e-03  8.35e-03    1.6e-04
 131800    4.49e-02  4.05e-02    4.73e-04  3.57e-04    7.86e-03  7.10e-03    1.6e-04
 131900    4.86e-02  4.79e-02    5.42e-04  6.39e-04    8.51e-03  8.38e-03    1.6e-04
 132000    5.68e-02  5.03e-02    6.51e-04  5.54e-04    9.94e-03  8.81e-03    1.6e-04
 132100    4.74e-02  4.69e-02    3.20e-04  3.15e-04    8.30e-03  8.21e-03    1.6e-04
 132200    4.92e-02  4.50e-02    3.36e-04  5.34e-04    8.62e-03  7.87e-03    1.6e-04
 132300    4.62e-02  5.25e-02    3.53e-04  2.22e-04    8.09e-03  9.20e-03    1.6e-04
 132400    5.37e-02  4.59e-02    6.47e-04  7.13e-04    9.41e-03  8.03e-03    1.6e-04
 132500    4.94e-02  4.58e-02    5.81e-04  7.78e-04    8.65e-03  8.02e-03    1.6e-04
 132600    5.03e-02  3.99e-02    3.10e-04  2.79e-04    8.81e-03  6.99e-03    1.6e-04
 132700    4.85e-02  4.26e-02    2.49e-04  4.20e-04    8.50e-03  7.46e-03    1.6e-04
 132800    5.07e-02  4.26e-02    3.43e-04  3.91e-04    8.87e-03  7.45e-03    1.6e-04
 132900    5.19e-02  4.42e-02    4.25e-04  3.71e-04    9.09e-03  7.74e-03    1.6e-04
 133000    4.95e-02  4.32e-02    5.05e-04  4.84e-04    8.67e-03  7.57e-03    1.6e-04
 133100    5.65e-02  4.87e-02    5.23e-04  3.75e-04    9.90e-03  8.53e-03    1.6e-04
 133200    5.00e-02  4.37e-02    7.65e-04  8.76e-04    8.75e-03  7.65e-03    1.6e-04
 133300    4.97e-02  4.11e-02    4.75e-04  4.72e-04    8.70e-03  7.20e-03    1.6e-04
 133400    4.94e-02  4.05e-02    6.86e-04  7.70e-04    8.64e-03  7.08e-03    1.6e-04
 133500    4.81e-02  4.34e-02    3.49e-04  3.90e-04    8.43e-03  7.60e-03    1.6e-04
 133600    5.26e-02  4.45e-02    3.05e-04  2.61e-04    9.22e-03  7.80e-03    1.6e-04
 133700    4.71e-02  4.67e-02    3.06e-04  5.45e-04    8.25e-03  8.18e-03    1.6e-04
 133800    4.51e-02  4.68e-02    3.33e-04  4.27e-04    7.90e-03  8.20e-03    1.6e-04
 133900    4.76e-02  4.44e-02    6.00e-04  6.80e-04    8.33e-03  7.77e-03    1.6e-04
 134000    4.95e-02  4.36e-02    5.17e-04  5.34e-04    8.68e-03  7.64e-03    1.6e-04
 134100    4.65e-02  4.51e-02    3.47e-04  3.73e-04    8.14e-03  7.89e-03    1.6e-04
 134200    4.96e-02  4.51e-02    2.67e-04  2.95e-04    8.69e-03  7.90e-03    1.6e-04
 134300    4.88e-02  4.56e-02    3.94e-04  5.20e-04    8.55e-03  7.98e-03    1.6e-04
 134400    4.72e-02  4.10e-02    2.50e-04  4.11e-04    8.27e-03  7.17e-03    1.6e-04
 134500    4.71e-02  4.68e-02    3.59e-04  3.53e-04    8.25e-03  8.19e-03    1.6e-04
 134600    5.04e-02  4.19e-02    2.81e-04  2.67e-04    8.82e-03  7.34e-03    1.6e-04
 134700    5.08e-02  4.85e-02    2.83e-04  3.42e-04    8.89e-03  8.50e-03    1.6e-04
 134800    4.74e-02  4.05e-02    3.87e-04  3.21e-04    8.30e-03  7.10e-03    1.6e-04
 134900    4.80e-02  4.44e-02    7.18e-04  7.21e-04    8.40e-03  7.77e-03    1.6e-04
 135000    4.65e-02  4.64e-02    3.35e-04  3.77e-04    8.14e-03  8.13e-03    1.6e-04
 135100    4.97e-02  4.36e-02    2.78e-04  3.14e-04    8.70e-03  7.63e-03    1.6e-04
 135200    4.86e-02  5.41e-02    4.23e-04  4.90e-04    8.52e-03  9.47e-03    1.6e-04
 135300    5.42e-02  4.54e-02    3.00e-04  5.50e-04    9.50e-03  7.95e-03    1.6e-04
 135400    4.74e-02  4.62e-02    3.42e-04  3.12e-04    8.30e-03  8.10e-03    1.6e-04
 135500    5.25e-02  4.89e-02    5.07e-04  4.76e-04    9.19e-03  8.57e-03    1.6e-04
 135600    4.86e-02  4.42e-02    2.71e-04  2.78e-04    8.52e-03  7.75e-03    1.6e-04
 135700    4.87e-02  4.48e-02    3.31e-04  3.28e-04    8.53e-03  7.85e-03    1.6e-04
 135800    4.79e-02  5.03e-02    4.08e-04  5.74e-04    8.38e-03  8.81e-03    1.6e-04
 135900    4.59e-02  4.20e-02    3.54e-04  3.26e-04    8.03e-03  7.35e-03    1.6e-04
 136000    5.02e-02  4.66e-02    7.05e-04  5.94e-04    8.79e-03  8.15e-03    1.6e-04
 136100    4.99e-02  4.07e-02    3.15e-04  2.76e-04    8.73e-03  7.14e-03    1.6e-04
 136200    5.12e-02  4.61e-02    7.55e-04  8.09e-04    8.97e-03  8.06e-03    1.6e-04
 136300    4.59e-02  4.15e-02    3.01e-04  3.11e-04    8.04e-03  7.27e-03    1.6e-04
 136400    4.82e-02  4.39e-02    3.44e-04  3.94e-04    8.45e-03  7.69e-03    1.6e-04
 136500    4.83e-02  4.34e-02    4.73e-04  6.02e-04    8.46e-03  7.60e-03    1.6e-04
 136600    4.68e-02  4.54e-02    3.03e-04  4.08e-04    8.20e-03  7.95e-03    1.6e-04
 136700    5.05e-02  4.58e-02    5.98e-04  6.83e-04    8.84e-03  8.02e-03    1.6e-04
 136800    5.02e-02  4.65e-02    3.65e-04  4.94e-04    8.80e-03  8.15e-03    1.6e-04
 136900    4.77e-02  5.65e-02    5.72e-04  3.49e-04    8.35e-03  9.90e-03    1.6e-04
 137000    4.58e-02  4.13e-02    2.51e-04  2.71e-04    8.02e-03  7.24e-03    1.6e-04
 137100    4.90e-02  4.99e-02    3.14e-04  3.19e-04    8.59e-03  8.74e-03    1.6e-04
 137200    5.11e-02  4.23e-02    5.02e-04  2.79e-04    8.95e-03  7.41e-03    1.6e-04
 137300    4.88e-02  4.26e-02    5.98e-04  5.15e-04    8.55e-03  7.46e-03    1.6e-04
 137400    4.83e-02  4.69e-02    3.22e-04  4.69e-04    8.46e-03  8.22e-03    1.6e-04
 137500    5.17e-02  4.87e-02    3.10e-04  4.56e-04    9.05e-03  8.53e-03    1.6e-04
 137600    4.94e-02  4.37e-02    2.92e-04  5.65e-04    8.65e-03  7.64e-03    1.6e-04
 137700    4.81e-02  4.46e-02    3.26e-04  5.24e-04    8.42e-03  7.81e-03    1.6e-04
 137800    4.82e-02  4.50e-02    3.30e-04  3.63e-04    8.45e-03  7.88e-03    1.6e-04
 137900    5.12e-02  5.23e-02    3.90e-04  3.07e-04    8.97e-03  9.15e-03    1.6e-04
 138000    5.20e-02  4.34e-02    4.56e-04  5.03e-04    9.11e-03  7.60e-03    1.6e-04
 138100    4.60e-02  4.67e-02    3.58e-04  2.09e-04    8.06e-03  8.18e-03    1.6e-04
 138200    5.34e-02  3.88e-02    4.02e-04  4.30e-04    9.34e-03  6.79e-03    1.6e-04
 138300    5.54e-02  5.53e-02    4.06e-04  3.34e-04    9.70e-03  9.69e-03    1.6e-04
 138400    4.91e-02  4.48e-02    3.73e-04  3.69e-04    8.61e-03  7.84e-03    1.6e-04
 138500    4.60e-02  4.68e-02    3.48e-04  4.14e-04    8.06e-03  8.19e-03    1.6e-04
 138600    4.81e-02  4.76e-02    2.86e-04  3.08e-04    8.43e-03  8.33e-03    1.6e-04
 138700    5.12e-02  4.64e-02    4.88e-04  4.97e-04    8.96e-03  8.13e-03    1.6e-04
 138800    4.77e-02  4.42e-02    5.63e-04  5.63e-04    8.35e-03  7.74e-03    1.6e-04
 138900    4.92e-02  4.60e-02    3.07e-04  5.04e-04    8.61e-03  8.05e-03    1.6e-04
 139000    4.87e-02  4.74e-02    4.61e-04  2.28e-04    8.53e-03  8.29e-03    1.6e-04
 139100    4.71e-02  4.76e-02    5.47e-04  4.19e-04    8.24e-03  8.33e-03    1.6e-04
 139200    4.92e-02  4.38e-02    3.30e-04  1.73e-04    8.62e-03  7.67e-03    1.6e-04
 139300    4.72e-02  3.80e-02    3.32e-04  2.94e-04    8.27e-03  6.66e-03    1.6e-04
 139400    4.52e-02  5.00e-02    3.08e-04  2.37e-04    7.92e-03  8.77e-03    1.6e-04
 139500    4.97e-02  4.11e-02    4.34e-04  5.18e-04    8.70e-03  7.19e-03    1.6e-04
 139600    5.16e-02  4.79e-02    6.35e-04  6.23e-04    9.04e-03  8.39e-03    1.6e-04
 139700    4.84e-02  4.39e-02    4.85e-04  4.61e-04    8.47e-03  7.69e-03    1.6e-04
 139800    4.79e-02  4.81e-02    3.05e-04  3.98e-04    8.40e-03  8.43e-03    1.6e-04
 139900    5.39e-02  5.32e-02    3.30e-04  3.71e-04    9.45e-03  9.33e-03    1.6e-04
 140000    3.70e-02  3.45e-02    2.96e-04  3.65e-04    8.55e-03  7.97e-03    8.9e-05
 140100    3.55e-02  3.16e-02    3.16e-04  2.31e-04    8.20e-03  7.30e-03    8.9e-05
 140200    3.43e-02  3.09e-02    2.59e-04  3.39e-04    7.92e-03  7.12e-03    8.9e-05
 140300    3.35e-02  3.39e-02    3.06e-04  3.27e-04    7.74e-03  7.82e-03    8.9e-05
 140400    3.43e-02  3.22e-02    2.57e-04  3.28e-04    7.91e-03  7.44e-03    8.9e-05
 140500    3.48e-02  3.53e-02    2.61e-04  3.03e-04    8.03e-03  8.15e-03    8.9e-05
 140600    3.52e-02  3.30e-02    3.11e-04  4.74e-04    8.12e-03  7.61e-03    8.9e-05
 140700    3.44e-02  3.17e-02    3.51e-04  4.34e-04    7.95e-03  7.30e-03    8.9e-05
 140800    3.72e-02  3.69e-02    2.76e-04  2.74e-04    8.59e-03  8.52e-03    8.9e-05
 140900    3.55e-02  3.13e-02    2.31e-04  9.90e-04    8.20e-03  7.20e-03    8.9e-05
 141000    3.51e-02  3.33e-02    2.92e-04  2.36e-04    8.10e-03  7.67e-03    8.9e-05
 141100    3.42e-02  3.19e-02    3.48e-04  2.50e-04    7.88e-03  7.37e-03    8.9e-05
 141200    3.40e-02  3.19e-02    2.68e-04  2.30e-04    7.85e-03  7.35e-03    8.9e-05
 141300    3.50e-02  2.85e-02    2.39e-04  1.74e-04    8.08e-03  6.58e-03    8.9e-05
 141400    3.62e-02  3.66e-02    3.16e-04  3.33e-04    8.36e-03  8.45e-03    8.9e-05
 141500    3.43e-02  3.67e-02    2.67e-04  2.79e-04    7.91e-03  8.47e-03    8.9e-05
 141600    3.70e-02  3.76e-02    2.35e-04  2.67e-04    8.53e-03  8.69e-03    8.9e-05
 141700    3.56e-02  3.21e-02    5.20e-04  6.57e-04    8.20e-03  7.40e-03    8.9e-05
 141800    3.45e-02  2.97e-02    4.62e-04  3.75e-04    7.97e-03  6.85e-03    8.9e-05
 141900    3.34e-02  3.41e-02    4.13e-04  3.43e-04    7.71e-03  7.87e-03    8.9e-05
 142000    3.34e-02  3.48e-02    2.46e-04  2.07e-04    7.71e-03  8.03e-03    8.9e-05
 142100    3.55e-02  2.96e-02    4.56e-04  3.47e-04    8.19e-03  6.84e-03    8.9e-05
 142200    3.72e-02  3.15e-02    2.84e-04  2.96e-04    8.58e-03  7.26e-03    8.9e-05
 142300    4.00e-02  3.51e-02    2.74e-04  3.52e-04    9.22e-03  8.11e-03    8.9e-05
